ic_id,ic_second_id,ngc_id,messier_id,object_name,object_type_abrev,object_type,ra_hour,ra_minute,dec_sign,dec_deg,dec_minute,constellation,major_axis,minor_axis,position_angle,b_mag,v_mag,j_mag,h_mag,k_mag,surface_brightness,ned_notes
IC640,,,,,Other,,10,46.83333333,+,34,46.05833333,Leo Minor,,,,,,,,,,Nothing here; nominal position.
IC641,,,,,Other,,10,47.81666667,+,34,40.37,Leo Minor,,,,,,,,,,Nothing here; nominal position.
IC645,,,,,G,Galaxy,10,50.15,+,6,2.566666667,Sextans,0.48,0.42,59,15.43,,12.51,11.84,11.61,,
IC649 NED02,,,,,G,Galaxy,10,50.86666667,+,1,9.7,Leo,0.32,0.21,0,14.9,,,,,,
IC653,,,,,G,Galaxy,10,52.11666667,+,0,33.65,Leo,2.07,0.71,57,13.75,,10.9,10.14,9.91,24.06,HOLM 220B is a double star.
IC654,,,,,G,Galaxy,10,53.83333333,+,11,43.53333333,Crater,1.2,0.44,133,15.14,,11.99,11.29,10.97,24.12,
IC656,,,,,Other,,10,55.13333333,+,17,36.77333333,Leo,,,,,,,,,,Three Galactic stars plus a faint galaxy.  This may also be NGC 3457.
IC659,,,,,G,Galaxy,10,58.06666667,+,6,15.63333333,Leo,1.24,0.86,60,15.5,,11.74,10.71,10.36,24.75,MCG decs for MCG -01-28 field are 10 arcmin too far north (MCG4 errata).
IC661,,,,,G,Galaxy,10,58.86666667,+,1,39.03833333,Leo,0.77,0.55,31,15.7,,12.18,11.54,11.16,23.54,
IC663,,,,,G,Galaxy,11,0.6166666667,+,10,26.23166667,Leo,0.85,0.57,172,15.6,,12.09,11.41,11.07,23.8,
IC669,,,,,G,Galaxy,11,7.283333333,+,6,18.14833333,Leo,1.08,0.67,169,14.3,,11.29,10.6,10.25,23.27,
IC671,,,,,G,Galaxy,11,7.533333333,+,0,46.98666667,Leo,1.21,0.95,21,14.1,,11.47,10.88,10.31,23.58,
IC674,,,,,G,Galaxy,11,11.1,+,43,37.98,Ursa Major,1.37,0.41,121,14.5,,11.43,10.64,10.49,23.24,
IC679,,,,,G,Galaxy,11,16.61666667,+,13,58.33333333,Crater,0.53,0.37,125,15.24,,11.65,10.94,10.64,,
IC680,,,,,G,Galaxy,11,17.91666667,+,1,56.78333333,Leo,0.81,0.56,154,14.6,,11.93,11.23,10.87,22.79,
IC685,,,,,G,Galaxy,11,22.11666667,+,17,45.205,Leo,0.68,0.43,176,16.33,,13.18,12.58,12.17,24.34,
IC686,,,,,G,Galaxy,11,23.08333333,+,5,38.68,Leo,0.51,0.26,42,15.3,,13.27,12.77,12.38,22.5,
IC687,,,,,G,Galaxy,11,24.28333333,+,47,50.85166667,Ursa Major,1.08,1.03,121,15,,11.48,10.69,10.48,23.87,
IC689,,,,,Dup,Galaxy,11,23.63333333,+,13,49.86666667,Crater,,,,,,,,,,
IC694,,,,,G,Galaxy,11,28.45,+,58,34.70833333,Ursa Major,0.21,0.18,51,18.2,,14.25,13.47,12.92,,Often confused with NGC 3690 in the literature.
IC696,,,,,G,Galaxy,11,28.66666667,+,9,5.921666667,Leo,0.92,0.85,16,14.5,,12.09,11.46,11.18,23.08,
IC697,,,,,G,Galaxy,11,28.56666667,+,1,37.78333333,Leo,0.67,0.47,131,15.3,,12.22,11.5,11.22,23.33,
IC698,,,,,G,Galaxy,11,29.06666667,+,9,6.723333333,Leo,1.04,0.5,147,14.4,,11.34,10.55,10.17,23.2,
IC700,,,,,GGroup,,11,29.25,+,20,35.095,Leo,1.1,,,,,,,,,
IC700 NED02,,,,,G,Galaxy,11,29.25,+,20,34.99,Leo,0.94,0.46,71,14.16,,13.42,13.28,12.93,22.12,
IC700 NED03,,,,,G,Galaxy,11,29.26666667,+,20,35.195,Leo,0.3,0.28,25,17.05,,,,,23.29,Multiple SDSS entries describe this source.
IC716,,,,,G,Galaxy,11,39.05,+,0,12.36666667,Virgo,1.59,0.3,123,14.8,,11.66,10.86,10.55,23.42,
IC720 NED01,,,,,G,Galaxy,11,42.36666667,+,8,45.92833333,Virgo,1.05,0.93,8,14.95,,,,,23.73,
IC722,,,,,G,Galaxy,11,42.73333333,+,8,58.45333333,Virgo,0.92,0.57,76,14.9,,12.16,11.5,11.22,23.15,
IC728,,,,,G,Galaxy,11,44.83333333,+,1,36.08333333,Virgo,1.2,0.58,63,14.7,,12,11.28,10.84,23.12,
IC729,,,,,G,Galaxy,11,45.3,+,33,20.14833333,Ursa Major,0.57,0.25,4,15.5,,12.17,11.48,11.29,,
IC732,,,,,GPair,Galaxy Pair,11,46,+,20,26.56666667,Leo,1.1,,,,,,,,,
IC732S,,,,,G,Galaxy,11,46,+,20,26.335,Leo,0.74,0.39,128,15.1,,12.03,11.42,11.05,23.42,
IC733,,,,,G,Galaxy,11,45.98333333,+,8,9.35,Crater,0.72,0.19,90,16.05,,12.52,11.81,11.44,24.11,
IC739,,,,,G,Galaxy,11,51.51666667,+,23,51.77166667,Leo,1.09,0.76,151,15.1,,11.91,11.27,10.93,23.63,
IC741,,,,,G,Galaxy,11,50.53333333,+,4,50.15,Virgo,1.03,0.52,136,14.99,,11.42,10.74,10.42,23.73,
IC745,,,,,G,Galaxy,11,54.2,+,0,8.198333333,Virgo,0.78,0.76,10,14.59,14.19,11.75,11.19,10.87,22.25,
IC748,,,,,G,Galaxy,11,57.45,+,7,27.65666667,Virgo,0.85,0.67,78,15.2,,12.12,11.44,11.04,23.53,
IC750,,,,,G,Galaxy,11,58.86666667,+,42,43.34833333,Ursa Major,2.11,1.02,40,12.7,12.17,9.25,8.48,8.12,22.73,
IC756,,,,,G,Galaxy,12,2.966666667,+,4,50.75166667,Virgo,1.7,0.7,99,18.06,17.54,11.48,10.75,10.48,23.75,
IC760,,,,,G,Galaxy,12,5.9,+,29,17.53333333,Hydra,1.82,0.53,149,13.44,,10.36,9.68,9.39,23.46,
IC763,,,,,G,Galaxy,12,8.25,+,25,48.69,Coma Berenices,0.91,0.45,86,15.3,,11.94,11.2,10.95,23.48,
IC766,,,,,G,Galaxy,12,10.9,+,12,39.31666667,Corvus,1.77,0.31,168,14.88,,11.33,10.52,10.29,24.71,
IC767,,,,,G,Galaxy,12,11.05,+,12,6.24,Virgo,0.93,0.68,75,14.6,,11.92,11.27,11.21,23.12,
IC768,,,,,G,Galaxy,12,11.8,+,12,8.623333333,Virgo,1.29,0.57,112,14.8,,11.94,11.33,11.37,23.11,
IC772,IC3067,,,,G,Galaxy,12,15.26666667,+,23,57.49,Coma Berenices,0.78,0.36,96,15.5,,11.9,11.15,10.96,23.46,
IC778,,,,,Dup,Galaxy,12,14.36666667,+,56,0.6866666667,Ursa Major,,,,,,,,,,
IC779,,,,,G,Galaxy,12,19.65,+,29,52.99166667,Coma Berenices,0.97,0.93,50,15.4,,12.83,11.98,11.79,23.59,
IC780,,,,,G,Galaxy,12,19.96666667,+,25,46.30166667,Coma Berenices,1.18,0.83,8,14.5,,11.11,10.41,10.09,23.41,
IC781,,,,,G,Galaxy,12,20.05,+,14,57.69166667,Coma Berenices,1.3,1.24,30,14.8,,11.55,10.87,10.84,23.5,
IC783,,,,,G,Galaxy,12,21.65,+,15,44.70666667,Coma Berenices,1.23,1.13,100,14.6,,11.82,11.19,11.06,23.26,
IC790,,,,,Dup,Galaxy,12,26.6,+,9,2.128333333,Virgo,,,,,,,,,,
IC791,,,,,G,Galaxy,12,26.98333333,+,22,38.375,Coma Berenices,1.05,0.97,78,14.2,,11.47,10.77,10.45,23.2,
IC795,,,,,G,Galaxy,12,28.51666667,+,23,18.29666667,Coma Berenices,0.66,0.33,155,15.3,,11.87,11.16,10.88,23.1,
IC797,,,,,G,Galaxy,12,31.91666667,+,15,7.436666667,Coma Berenices,1.1,0.75,105,13.9,,11.58,11.07,10.8,22.18,
IC798,,,,,G,Galaxy,12,32.55,+,15,24.92333333,Coma Berenices,0.9,0.87,36,15.3,,12.43,11.74,11.64,23.67,
IC803 NED02,,,,,G,Galaxy,12,39.63333333,+,16,35.31166667,Coma Berenices,0.89,0.14,125,15.3,,13.37,12.68,12.47,22.41,HOLM 435B is part of this object.
IC813,,,,,G,Galaxy,12,45.2,+,23,2.168333333,Coma Berenices,0.94,0.74,21,14.4,,11.05,10.36,10.13,22.83,UGC incorrectly says IC 0813 = IC 3734.
IC817,IC3764,,,,G,Galaxy,12,46.95,+,9,51.42666667,Virgo,0.73,0.66,91,15.4,,12.09,11.41,11.28,23.11,UGC notes a small superposed companion.
IC818,,,,,G,Galaxy,12,46.75,+,29,44.11666667,Coma Berenices,0.89,0.25,47,15.1,,12.11,11.44,11.15,22.85,
IC820,,,,,Dup,Galaxy,12,46.18333333,+,30,43.365,Coma Berenices,,,,,,,,,,
IC822,,,,,G,Galaxy,12,47.76666667,+,30,4.631666667,Coma Berenices,0.74,0.55,98,15.44,,11.97,11.3,10.9,23.66,
IC824,,,,,Dup,Galaxy,12,49.7,+,4,34.78333333,Virgo,,,,,,,,,,
IC826,,,,,G,Galaxy,12,51.33333333,+,31,3.578333333,Coma Berenices,0.69,0.48,62,14.9,,11.93,11.34,10.97,22.56,
IC827,,,,,G,Galaxy,12,51.91666667,+,16,16.97166667,Coma Berenices,0.89,0.42,103,15,,11.94,11.22,10.88,22.74,
IC828,,,,,G,Galaxy,12,52.26666667,+,8,7.966666667,Virgo,0.69,0.27,145,15.02,,11.38,10.64,10.44,,
IC839,,,,,G,Galaxy,12,58.25,+,28,7.555,Coma Berenices,0.48,0.28,84,15.5,14.56,12.73,12.01,11.72,22.67,
IC842,,,,,G,Galaxy,13,0.6666666667,+,29,1.165,Coma Berenices,1.14,0.57,56,14.72,13.93,11.78,11.19,10.76,23.2,
IC845,,,,,G,Galaxy,13,4.95,+,12,4.743333333,Virgo,0.84,0.64,129,15.5,,11.91,11.28,10.94,23.65,
IC846,,,,,G,Galaxy,13,5.35,+,23,5.733333333,Coma Berenices,0.73,0.62,154,15.5,,11.82,11.15,10.9,23.35,
IC847,,,,,Dup,Galaxy,13,5.533333333,+,53,41.10833333,Ursa Major,,,,,,,,,,
IC848,,,,,G,Galaxy,13,7.033333333,+,16,0.4266666667,Coma Berenices,0.73,0.54,165,15.4,,12.94,12.48,11.86,23.23,
IC851,,,,,G,Galaxy,13,8.566666667,+,21,2.986666667,Coma Berenices,1.13,0.41,152,14.9,,11.87,11.41,11.19,22.5,
IC852,,,,,G,Galaxy,13,7.616666667,+,60,9.431666667,Ursa Major,1.17,0.98,24,14.8,,11.5,10.83,10.52,23.86,
IC853,IC4205,,,,G,Galaxy,13,8.7,+,52,46.45666667,Ursa Major,1.03,0.96,14,15,,11.34,10.66,10.34,23.26,
IC857,,,,,G,Galaxy,13,13.83333333,+,17,4.575,Coma Berenices,0.99,0.74,100,14.7,,11.91,11.23,10.75,23.03,
IC858,,,,,G,Galaxy,13,14.86666667,+,17,13.60666667,Coma Berenices,1.56,1.09,100,14.7,,10.91,10.22,9.92,24.4,
IC859,,,,,G,Galaxy,13,14.95,+,17,13.51,Coma Berenices,0.68,0.61,142,15.2,,11.59,10.85,10.66,23.14,
IC860,,,,,G,Galaxy,13,15.06666667,+,24,37.13166667,Coma Berenices,0.96,0.6,19,14.8,,11.56,10.81,10.59,22.87,
IC862,,,,,G,Galaxy,13,16.25,+,20,2.86,Coma Berenices,0.54,0.54,80,15.2,,12.01,11.28,11.19,22.82,MCG declination is -1 degree in error.
IC865,,,,,G,Galaxy,13,17.58333333,+,5,50.03333333,Virgo,0.73,0.61,40,15.29,,12.09,11.48,10.95,23.25,
IC869 NED01,,,,,G,Galaxy,13,17.5,+,20,41.05166667,Coma Berenices,0.55,0.44,80,15.9,,12.84,12.17,11.73,23.32,
IC871,,,,,G,Galaxy,13,17.98333333,+,4,24.205,Virgo,1.57,0.79,70,14.8,,11.29,10.59,10.29,23.81,"Coordinates in A&AS 93, 173, 1992 refer to a star."
IC875,,,,,G,Galaxy,13,17.13333333,+,57,32.36666667,Ursa Major,1.55,1.14,149,13.9,,11.18,10.51,10.3,23.52,
IC876,,,,,G,Galaxy,13,18.58333333,+,4,29.17833333,Virgo,0.9,0.76,174,14.8,,11.56,11.01,10.94,23.15,
IC879,IC4222,,,,G,Galaxy,13,19.68333333,+,27,25.73333333,Hydra,0.84,0.34,136,14.01,,11.74,10.85,10.89,21.96,
IC883,,,,,G,Galaxy,13,20.58333333,+,34,8.37,Canes Venatici,0.79,0.47,152,14.8,,11.99,11.23,10.93,22.59,
IC885,,,,,G,Galaxy,13,22.51666667,+,21,18.985,Coma Berenices,1.01,0.89,170,14.9,,11.04,10.33,10.07,23.34,
IC893,,,,,G,Galaxy,13,31.78333333,+,2,36.7,Virgo,1.01,0.2,52,14.79,,11.58,10.8,10.58,22.75,
IC897,,,,,G,Galaxy,13,34.31666667,+,17,50.88333333,Coma Berenices,0.75,0.32,56,15.6,,12.48,11.85,11.47,23.77,
IC898,,,,,G,Galaxy,13,34.15,+,13,16.85,Virgo,0.61,0.43,163,15.4,,12.44,11.77,11.55,23.18,
IC901,,,,,G,Galaxy,13,35.7,+,13,19.855,Boötes,0.74,0.53,91,15.2,,12.46,11.84,11.41,23.11,Both UGC 08576 and IC 0901 contribute to IRAS  13331+1334.
IC904,,,,,G,Galaxy,13,38.53333333,+,0,32.41166667,Virgo,1.05,0.54,129,15.1,14.21,12.06,11.42,11.14,23.66,
IC913,,,,,G,Galaxy,13,41.5,+,23,10.01666667,Boötes,0.72,0.49,63,15.6,,12.5,11.81,11.4,23.13,
IC924,,,,,G,Galaxy,13,45.63333333,+,12,27.3,Virgo,0.78,0.47,77,15.41,,,,,23.1,
IC926,,,,,G,Galaxy,13,43.65,+,55,37.89166667,Ursa Major,0.35,0.18,94,17.46,,,,,24.01,Identification as IC 0926 is not certain.
IC928,,,,,G,Galaxy,13,43.8,+,55,34.07166667,Ursa Major,0.34,0.25,11,18.67,,,,,23.92,Identification as IC 0928 is not certain.
IC933,,,,,G,Galaxy,13,45.26666667,+,23,13.13666667,Boötes,1.19,0.85,150,14.7,,11.08,10.35,10.08,23.5,
IC938,,,,,G,Galaxy,13,44.51666667,+,55,37.64333333,Ursa Major,0.76,0.29,156,16.5,,,,,24.04,Identification as IC 0938 is not certain.
IC940,,,,,G,Galaxy,13,47.96666667,+,3,26.97833333,Virgo,0.67,0.38,124,15.3,,,,,23.14,
IC941,,,,,G,Galaxy,13,48.6,+,24,0.905,Boötes,0.9,0.49,112,15.2,,11.48,10.76,10.45,23.37,
IC942,,,,,G,Galaxy,13,47.68333333,+,56,37.295,Ursa Major,1,0.66,96,15.3,,11.96,11.04,10.79,23.96,
IC945,,,,,G,Galaxy,13,47.13333333,+,72,4.223333333,Ursa Minor,1,0.59,118,15.1,,12.02,11.41,11.12,23.45,
IC946,,,,,G,Galaxy,13,52.13333333,+,14,6.973333333,Boötes,0.9,0.7,104,14.5,,11.21,10.51,10.25,22.8,
IC951,,,,,G,Galaxy,13,51.78333333,+,50,58.7,Ursa Major,1.05,1,5,14.4,,11.87,11.08,10.84,23.19,
IC952,,,,,G,Galaxy,13,53.7,+,3,22.64333333,Virgo,1.25,0.47,94,14.77,,11.92,11.25,11.06,23.2,
IC956 NED01,,,,,G,Galaxy,13,54.66666667,+,20,43.18833333,Boötes,0.47,0.41,129,15.7,,,,,23.12,
IC956 NED02,,,,,G,Galaxy,13,54.68333333,+,20,43.02,Boötes,0.59,0.49,29,15.95,,12.7,11.52,11.63,23.66,
IC960B,,,,,G,Galaxy,13,56,+,17,30.69333333,Boötes,0.89,0.34,24,14.8,,11.99,11.13,10.78,23.64,Component 'b)' in UGC notes.
IC964,,,,,G,Galaxy,13,57.68333333,+,17,30.52333333,Boötes,0.64,0.56,134,15.3,,13.03,12.32,11.92,23.13,
IC968 NED01,,,,,G,Galaxy,14,0.6166666667,+,2,54.55,Virgo,0.69,0.43,123,14.8,,12.29,11.68,11.28,23.27,
IC972,,,,,PN,Planetary Nebula,14,4.433333333,+,17,13.7,Virgo,0.7,,,14.9,13.9,15.78,15.41,15.16,,
IC976,,,,,G,Galaxy,14,8.716666667,+,1,9.7,Virgo,1.52,0.62,174,14.1,,11.18,10.59,10.35,23.61,
IC983,,,,,G,Galaxy,14,10.06666667,+,17,44.03,Boötes,2.32,2.01,125,14.3,,10,9.39,9.08,23.19,
IC987,,,,,G,Galaxy,14,11.53333333,+,19,10.33666667,Boötes,0.61,0.38,79,15.4,,,,,22.77,
IC988,,,,,G,Galaxy,14,14.53333333,+,3,11.415,Virgo,0.61,0.4,41,14.8,,11.69,10.97,10.83,22.21,
IC989,,,,,G,Galaxy,14,14.85,+,3,7.853333333,Virgo,0.98,0.84,72,14.4,,10.85,10.17,9.59,22.84,UGC misprints name as 'MCG +00-36-(27)'.
IC992,,,,,G,Galaxy,14,18.25,+,0,53.465,Virgo,0.88,0.67,114,14.9,,12.77,12.08,11.92,23.12,CGCG misprints name as 'IC 0942'; corrected in vol III (errata).
IC997 NED01,,,,,G,Galaxy,14,19.98333333,+,4,27.06666667,Virgo,1.41,0.83,10,14.5,,10.65,9.95,9.56,23.38,
IC999,,,,,G,Galaxy,14,19.55,+,17,52.51833333,Boötes,0.85,0.69,144,14.5,,11.46,10.74,10.5,22.99,
IC1000,,,,,G,Galaxy,14,19.66666667,+,17,51.28166667,Boötes,1.01,0.5,20,14.4,,11.22,10.51,10.3,23.22,
IC1002,,,,,G,Galaxy,14,20.7,+,5,29.14666667,Virgo,0.59,0.23,90,15.2,,12.88,11.89,11.73,22.5,
IC1008 NED01,IC4414A,,,,G,Galaxy,14,23.7,+,28,20.765,Boötes,0.57,0.36,17,15.33,,12.21,11.48,11.23,22.72,
IC1010,,,,,G,Galaxy,14,27.33333333,+,1,1.551666667,Virgo,1.52,1.28,169,14.8,,11.58,10.8,10.57,23.92,
IC1012,IC4431,,,,G,Galaxy,14,27.16666667,+,30,56.89333333,Boötes,1.09,0.66,112,14.8,,12.4,11.81,11.96,23.42,
IC1016,,,,,Dup,Galaxy,14,27.53333333,+,4,49.29666667,Virgo,,,,,,,,,,
IC1018,,,,,G,Galaxy,14,28.21666667,+,25,49.83166667,Boötes,0.57,0.46,179,15.6,,13.24,12.69,12.39,23.65,
IC1019,,,,,G,Galaxy,14,28.21666667,+,25,56.845,Boötes,0.6,0.44,134,15.3,,11.63,11.06,10.63,22.52,
IC1022,,,,,G,Galaxy,14,30.03333333,+,3,46.37166667,Virgo,0.97,0.33,163,15.05,,12.78,12.13,11.7,23.06,
IC1024,,,,,G,Galaxy,14,31.45,+,3,0.545,Virgo,1.11,0.47,29,13.87,,11.07,10.42,10.07,23,
IC1026,,,,,Dup,Galaxy,14,30.16666667,+,31,12.93,Boötes,,,,,,,,,,
IC1028,,,,,G,Galaxy,14,33.26666667,+,41,39.02333333,Boötes,1.04,0.56,15,14.8,,11.39,10.77,10.5,23.09,The IC identification is not certain.
IC1030,,,,,Dup,Galaxy,14,32.63333333,+,31,40.21,Boötes,,,,,,,,,,
IC1035,,,,,G,Galaxy,14,38.16666667,+,9,20.16166667,Boötes,1.07,0.89,150,15.2,,11.64,10.87,10.66,23.96,HOLM 664B is the star superposed on the northeast side.
IC1036,,,,,G,Galaxy,14,38.38333333,+,18,6.673333333,Boötes,0.58,0.3,43,15.6,,13.01,12.33,11.9,22.87,
IC1037,,,,,G,Galaxy,14,38.41666667,+,18,11.04166667,Boötes,0.99,0.66,107,15,,11.4,10.7,10.44,23.68,
IC1038,,,,,G,Galaxy,14,39.45,+,11,55.71833333,Boötes,0.63,0.49,171,15.3,,12.16,11.44,11.23,23.33,
IC1044,,,,,G,Galaxy,14,41.48333333,+,9,25.855,Boötes,1.51,0.84,1,15,,11.87,11.14,10.79,24.26,
IC1048,,,,,G,Galaxy,14,42.96666667,+,4,53.36833333,Virgo,2.08,0.5,163,14,,10.63,9.83,9.55,23.3,HOLM 670B is a star.
IC1052,,,,,G,Galaxy,14,44.23333333,+,20,36.84,Boötes,1.02,0.28,31,15.3,,12.05,11.63,11.47,23.01,
IC1054,,,,,G,Galaxy,14,46.51666667,+,1,16.485,Virgo,1.03,0.75,10,15.2,,11.3,10.63,10.3,23.59,
IC1058,,,,,G,Galaxy,14,49.2,+,17,1.256666667,Boötes,1.49,0.39,115,14.8,,11.61,10.9,10.59,23.72,
IC1060,,,,,G,Galaxy,14,51.78333333,+,7,13.96666667,Libra,1.22,0.66,93,14,,11.27,10.5,10.27,23.74,
IC1066,,,,,G,Galaxy,14,53.05,+,3,17.76166667,Virgo,1.21,0.66,69,14.2,,11.46,10.73,10.48,22.96,
IC1073,,,,,G,Galaxy,14,54.23333333,+,4,47.66333333,Virgo,0.52,0.41,159,15.3,,12.52,11.89,11.63,22.85,
IC1075,,,,,G,Galaxy,14,54.81666667,+,18,6.358333333,Boötes,1.19,0.52,155,14.9,,12.46,11.92,11.63,23.34,
IC1076,,,,,G,Galaxy,14,55,+,18,2.24,Boötes,0.91,0.49,9,13.9,,11.9,11.19,10.98,22.32,
IC1079,,,,,G,Galaxy,14,56.6,+,9,22.185,Boötes,1.46,0.85,81,14.8,,10.76,9.83,9.81,24.19,
IC1087,,,,,G,Galaxy,15,6.733333333,+,3,46.61,Virgo,0.74,0.33,74,15.1,,12.22,11.49,11.33,23.37,
IC1090,,,,,Other,,15,5.716666667,+,42,40.94166667,Boötes,,,,,,,,,,Nothing here; nominal position.
IC1094,,,,,GTrpl,Galaxy Triplet,15,7.7,+,14,37.5,Boötes,0.8,,,,,,,,,
IC1094 NED01,,,,,G,Galaxy,15,7.7,+,14,37.31333333,Boötes,0.55,0.51,155,16.57,,12.63,12.01,11.53,23.43,
IC1094 NED03,,,,,G,Galaxy,15,7.716666667,+,14,37.605,Boötes,0.52,0.32,141,17.14,,,,,24.16,
IC1095,,,,,G,Galaxy,15,8.583333333,+,13,40.23666667,Boötes,0.65,0.6,82,15.2,,12.87,12.27,11.77,23.16,
IC1099,,,,,G,Galaxy,15,6.916666667,+,56,30.54,Draco,1.12,0.81,4,15,,11.64,11.01,10.71,23.42,
IC1104,,,,,*,Star,15,12.83333333,+,5,3.333333333,Libra,,,,,,,,,,
IC1105,,,,,G,Galaxy,15,13.23333333,+,4,17.25333333,Serpens Caput,0.95,0.52,92,14.8,,11.52,10.76,10.46,23.13,
IC1108,,,,,Dup,Galaxy,15,16.83333333,+,45,38.96666667,Lupus,,,,,,,,,,
IC1109,,,,,G,Galaxy,15,17.06666667,+,5,15.36666667,Serpens Caput,0.81,0.69,52,15.5,,11.79,11.06,10.79,23.79,
IC1110,,,,,G,Galaxy,15,12.08333333,+,67,21.755,Ursa Minor,1.26,0.5,76,14.9,,11.2,10.44,10.15,23.65,
IC1112,,,,,G,Galaxy,15,17.78333333,+,7,13.09666667,Serpens Caput,1.02,0.6,124,15.3,,11.86,11.25,10.98,23.51,
IC1116,,,,,G,Galaxy,15,21.91666667,+,8,25.42666667,Serpens Caput,1.07,0.68,3,14.9,,11.37,10.66,10.38,23.58,
IC1119,,,,,GPair,Galaxy Pair,15,25.73333333,+,3,39.38333333,Libra,1,,,,,,,,,
IC1122,,,,,G,Galaxy,15,29.38333333,+,7,37.045,Serpens Caput,0.6,0.56,55,15.58,,12.64,11.85,11.65,23.29,
IC1128,IC1125,,,,Dup,Galaxy,15,33.1,+,1,37.7,Serpens Caput,,,,,,,,,,
IC1133,,,,,G,Galaxy,15,41.2,+,15,34.405,Serpens Caput,1.27,0.39,131,14.8,,12.52,11.96,11.42,23.09,
IC1136,,,,,G,Galaxy,15,47.56666667,+,1,32.71666667,Serpens Caput,0.75,0.7,50,15.4,,11.53,10.79,10.49,23.32,
IC1138,,,,,G,Galaxy,15,48.26666667,+,26,12.37333333,Corona Borealis,1.04,0.21,41,15.3,,11.9,11.17,10.82,23.81,
IC1140,,,,,Other,,15,49.41666667,+,19,6.806666667,Serpens Caput,,,,,,,,,,Three Galactic stars.
IC1141,,,,,G,Galaxy,15,49.78333333,+,12,23.96,Serpens Caput,0.47,0.45,69,14.5,,11.74,11.07,10.63,21.61,
IC1145,,,,,G,Galaxy,15,44.15,+,72,25.87,Ursa Minor,1.45,0.43,168,15.2,,11.86,11.21,10.96,23.66,
IC1150,,,,,Other,,15,58.31666667,+,15,52.47166667,Serpens Caput,,,,,,,,,,Nothing here; nominal position.
IC1151,,,,,G,Galaxy,15,58.53333333,+,17,26.48833333,Serpens Caput,2.23,0.88,32,13.4,,11.45,10.77,10.41,23.18,
IC1153,,,,,G,Galaxy,15,57.05,+,48,10.10333333,Hercules,1.2,1,0,13.6,,10.71,10.02,9.68,22.86,
IC1156,,,,,G,Galaxy,16,0.6166666667,+,19,43.39333333,Hercules,1.1,1.01,10,14.9,,11.29,10.57,10.33,23.55,
IC1158,,,,,G,Galaxy,16,1.566666667,+,1,42.47,Serpens Caput,1.89,0.94,134,13.2,,11.74,11.05,10.24,23.38,
IC1161,,,,,G,Galaxy,16,1.283333333,+,15,38.725,Serpens Caput,0.71,0.52,96,15.2,,12.01,11.32,10.97,23.28,
IC1166 NED02,,,,,G,Galaxy,16,2.15,+,26,19.52,Corona Borealis,0.41,0.28,152,17.07,,14.14,13.4,12.87,23.47,
IC1168,,,,,G,Galaxy,16,3.933333333,+,14,54.145,Serpens Caput,1.32,0.56,169,15.6,,12.27,11.52,11.48,24.81,
IC1170,,,,,G,Galaxy,16,4.533333333,+,17,43.28833333,Hercules,0.5,0.28,84,15.8,,12.79,12.15,12.03,24.61,
IC1171,,,,,*,Star,16,4.866666667,+,17,58.69333333,Hercules,,,,,,11.83,11.12,11.01,,
IC1172,,,,,Dup,Galaxy,16,5,+,17,52.22166667,Hercules,,,,,,,,,,
IC1175,,,,,**,Double star,16,5.383333333,+,18,9.786666667,Hercules,,,,,,,,,,
IC1179,,,,,Dup,Galaxy,16,5.366666667,+,17,45.25166667,Hercules,,,,,,,,,,
IC1181,,,,,G,Galaxy,16,5.566666667,+,17,35.62166667,Hercules,1.01,0.73,58,15,,12.17,11.38,11.17,24.56,
IC1182,,,,,G,Galaxy,16,5.616666667,+,17,48.12833333,Hercules,0.84,0.68,80,16.2,15.19,12,11.27,10.9,23.63,
IC1188,,,,,GPair,Galaxy Pair,16,6.133333333,+,17,27.6,Hercules,0.7,,,,,,,,,
IC1189,,,,,G,Galaxy,16,6.25,+,18,10.97333333,Hercules,0.79,0.56,179,15.5,,12.37,11.62,11.36,23.46,Position in Kiso list (1985AnTok..202.237T) is for faint object south-following.
IC1190,,,,,G,Galaxy,16,5.866666667,+,18,13.23166667,Hercules,1.28,0.35,119,15.6,,12.35,11.54,11.31,24,
IC1194,,,,,G,Galaxy,16,6.65,+,17,45.67166667,Hercules,0.64,0.49,20,15.33,,11.88,11.19,10.88,23.08,
IC1198,,,,,G,Galaxy,16,8.6,+,12,19.85666667,Serpens Caput,0.79,0.41,111,15.63,14.94,12.12,11.37,10.9,22.72,
IC1200,,,,,Dup,Galaxy,16,4.483333333,+,69,39.94666667,Draco,,,,,,,,,,
IC1202,,,,,Dup,Galaxy,16,12.95,+,9,52.02666667,Hercules,,,,,,,,,,
IC1203,,,,,*Ass,Association of stars,16,15.26666667,+,22,22.23333333,Scorpius,3.5,2,,,,,,,,"Asterism of 6-8 stars, 3.5 x 2.0 arcmin. Identity as IC 1203 uncertain."
IC1205,,,,,G,Galaxy,16,14.26666667,+,9,32.23166667,Hercules,0.69,0.59,110,14.6,,11.9,11.21,11.02,22.41,
IC1212,,,,,G,Galaxy,16,15.51666667,+,64,13.48833333,Draco,0.77,0.66,5,15.2,,11.62,11.03,10.61,23.61,
IC1214,,,,,G,Galaxy,16,16.2,+,65,58.12666667,Draco,1.05,0.44,17,15,,11.42,10.8,10.41,23.6,
